choose_one_category,tweet_id
sympathy_and_emotional_support,'451189687223607296'
caution_and_advice,'451189687701368832'
other_useful_information,'451189689135820800'
sympathy_and_emotional_support,'451189693045276672'
not_related_or_irrelevant,'451189693489491968'
other_useful_information,'451189695230128130'
injured_or_dead_people,'451189695330791424'
other_useful_information,'451189695494369283'
other_useful_information,'451189700217536512'
infrastructure_and_utilities_damage,'451189702343680000'
sympathy_and_emotional_support,'451189706659606529'
sympathy_and_emotional_support,'451189711596302337'
other_useful_information,'451189712615927808'
not_related_or_irrelevant,'451189713052114944'
other_useful_information,'451189713416617984'
other_useful_information,'451189715383746560'
sympathy_and_emotional_support,'451189715820363776'
other_useful_information,'451189717900333056'
other_useful_information,'451189718420840448'
sympathy_and_emotional_support,'451189721138335744'
not_related_or_irrelevant,'451189727224287233'
other_useful_information,'451189727786303488'
injured_or_dead_people,'451189728973312000'
caution_and_advice,'451189730898870272'
other_useful_information,'451189731150528512'
other_useful_information,'451189731632898050'
not_related_or_irrelevant,'451189734141075456'
not_related_or_irrelevant,'451189734677553153'
other_useful_information,'451189735671615488'
sympathy_and_emotional_support,'451189738171793409'
caution_and_advice,'451189740218249216'
displaced_people_and_evacuations,'451189742554464256'
donation_needs_or_offers_or_volunteering_services,'451189744861724672'
other_useful_information,'451189749420539904'
not_related_or_irrelevant,'451189750217457664'
not_related_or_irrelevant,'451189751207702530'
not_related_or_irrelevant,'451189752981913600'
sympathy_and_emotional_support,'451189754604691457'
other_useful_information,'451189755561394176'
injured_or_dead_people,'451189760132804608'
not_related_or_irrelevant,'451189760329920512'
not_related_or_irrelevant,'451189760891944960'
caution_and_advice,'451189762599043073'
sympathy_and_emotional_support,'451189768240766977'
other_useful_information,'451189769599737856'
sympathy_and_emotional_support,'451189770924732417'
sympathy_and_emotional_support,'451189771009032192'
infrastructure_and_utilities_damage,'451189777141075968'
sympathy_and_emotional_support,'451189778462289920'
other_useful_information,'451189781477601280'
sympathy_and_emotional_support,'451189781742239744'
other_useful_information,'451189783318917120'
sympathy_and_emotional_support,'451189783411589120'
not_related_or_irrelevant,'451189786599239680'
sympathy_and_emotional_support,'451189788985786368'
not_related_or_irrelevant,'451189791552733185'
other_useful_information,'451189793431760896'
sympathy_and_emotional_support,'451189795679522816'
sympathy_and_emotional_support,'451189795771781120'
not_related_or_irrelevant,'451189798766907392'
injured_or_dead_people,'451189799719014400'
other_useful_information,'451189805863288833'
injured_or_dead_people,'451189806089793536'
other_useful_information,'451189807293558784'
not_related_or_irrelevant,'451189807411367936'
not_related_or_irrelevant,'451189808426405890'
sympathy_and_emotional_support,'451189811811205120'
sympathy_and_emotional_support,'451189814025404416'
other_useful_information,'451189814319390721'
displaced_people_and_evacuations,'451189814612615168'
other_useful_information,'451189815795412992'
caution_and_advice,'451189818467549184'
not_related_or_irrelevant,'451189819452846080'
other_useful_information,'451189821814226944'
sympathy_and_emotional_support,'451189822221058048'
caution_and_advice,'451189822754152448'
sympathy_and_emotional_support,'451189825627254784'
sympathy_and_emotional_support,'451189826469912577'
sympathy_and_emotional_support,'451189826919079936'
other_useful_information,'451189832573009920'
sympathy_and_emotional_support,'451189834720477185'
other_useful_information,'451189836222066688'
other_useful_information,'451189837429633024'
other_useful_information,'451189839036448768'
caution_and_advice,'451189841238032386'
sympathy_and_emotional_support,'451189842437632001'
caution_and_advice,'451189845847994368'
sympathy_and_emotional_support,'451189848045412353'
sympathy_and_emotional_support,'451189849681575936'
sympathy_and_emotional_support,'451189849689583616'
injured_or_dead_people,'451189849765478400'
not_related_or_irrelevant,'451189851711225856'
sympathy_and_emotional_support,'451189851791310848'
other_useful_information,'451189852575629313'
sympathy_and_emotional_support,'451189853946793984'
sympathy_and_emotional_support,'451189854647230464'
not_related_or_irrelevant,'451189855012524032'
other_useful_information,'451189856002396160'
caution_and_advice,'451189859932061697'
other_useful_information,'451189864814608384'
other_useful_information,'451189867536732161'
sympathy_and_emotional_support,'451189868316459008'
donation_needs_or_offers_or_volunteering_services,'451189868316852224'
other_useful_information,'451189870237470720'
other_useful_information,'451189870988247041'
sympathy_and_emotional_support,'451189873383571458'
not_related_or_irrelevant,'451189873782063104'
other_useful_information,'451189874154954752'
other_useful_information,'451189874788274176'
sympathy_and_emotional_support,'451189874809634816'
other_useful_information,'451189876789362689'
caution_and_advice,'451189878823211008'
not_related_or_irrelevant,'451189888143327232'
sympathy_and_emotional_support,'451189888587542528'
not_related_or_irrelevant,'451189890550878210'
sympathy_and_emotional_support,'451189890948952064'
sympathy_and_emotional_support,'451189894673870848'
missing_trapped_or_found_people,'451189898553200640'
other_useful_information,'451189900558102528'
sympathy_and_emotional_support,'451189901883871232'
caution_and_advice,'451189903397617664'
injured_or_dead_people,'451189904723431424'
other_useful_information,'451189905150865408'
not_related_or_irrelevant,'451189905691930625'
displaced_people_and_evacuations,'451189907625869312'
other_useful_information,'451189909328773120'
sympathy_and_emotional_support,'451189912344088576'
injured_or_dead_people,'451189912516038656'
other_useful_information,'451189916639440896'
not_related_or_irrelevant,'451189918476144640'
other_useful_information,'451189919843876864'
other_useful_information,'451189926236028928'
other_useful_information,'451189928265674753'
other_useful_information,'451189933303025664'
caution_and_advice,'451189934666182656'
caution_and_advice,'451189935144304640'
sympathy_and_emotional_support,'451189937707040769'
sympathy_and_emotional_support,'451189939078975488'
other_useful_information,'451189943382323200'
sympathy_and_emotional_support,'451189945831813120'
injured_or_dead_people,'451189947060744193'
caution_and_advice,'451189948108906497'
displaced_people_and_evacuations,'451189951317544961'
infrastructure_and_utilities_damage,'451189951544057856'
other_useful_information,'451189952114876416'
sympathy_and_emotional_support,'451189952131653632'
sympathy_and_emotional_support,'451189953721294848'
sympathy_and_emotional_support,'451189954321076224'
sympathy_and_emotional_support,'451189954782437376'
caution_and_advice,'451189956623761408'
sympathy_and_emotional_support,'451189957420265472'
other_useful_information,'451189958557302784'
sympathy_and_emotional_support,'451189959383588864'
other_useful_information,'451189959412576256'
caution_and_advice,'451189960167923712'
other_useful_information,'451189963598471168'
sympathy_and_emotional_support,'451189964395401216'
not_related_or_irrelevant,'451189970347118593'
other_useful_information,'451189971135655936'
sympathy_and_emotional_support,'451189973652226048'
other_useful_information,'451189974705385472'
not_related_or_irrelevant,'451189975670083584'
caution_and_advice,'451189976047157248'
sympathy_and_emotional_support,'451189977859121152'
other_useful_information,'451189978362437633'
caution_and_advice,'451189978752880640'
other_useful_information,'451189979520053248'
displaced_people_and_evacuations,'451189983542390786'
not_related_or_irrelevant,'451189983836389377'
sympathy_and_emotional_support,'451189989398032384'
sympathy_and_emotional_support,'451189990207537152'
injured_or_dead_people,'451189990408466432'
caution_and_advice,'451189991612227584'
caution_and_advice,'451189993273581568'
sympathy_and_emotional_support,'451189993382625280'
not_related_or_irrelevant,'451189996553531392'
sympathy_and_emotional_support,'451189998667448322'
injured_or_dead_people,'451189999531487232'
sympathy_and_emotional_support,'451190000227344384'
injured_or_dead_people,'451190005184991232'
sympathy_and_emotional_support,'451190010696314880'
not_related_or_irrelevant,'451190011216801792'
caution_and_advice,'451190014127263744'
sympathy_and_emotional_support,'451190014551273472'
other_useful_information,'451190014882234368'
sympathy_and_emotional_support,'451190023342534656'
not_related_or_irrelevant,'451190025049231360'
not_related_or_irrelevant,'451190026802843648'
injured_or_dead_people,'451190027049906177'
sympathy_and_emotional_support,'451190030292090880'
sympathy_and_emotional_support,'451190031504658432'
sympathy_and_emotional_support,'451190032142184448'
not_related_or_irrelevant,'451190033522130944'
caution_and_advice,'451190033668530176'
not_related_or_irrelevant,'451190033714659328'
not_related_or_irrelevant,'451190033781760000'
sympathy_and_emotional_support,'451190035673808896'
sympathy_and_emotional_support,'451190035727917057'
other_useful_information,'451190043148034048'
sympathy_and_emotional_support,'451190044368175104'
sympathy_and_emotional_support,'451190046218260480'
sympathy_and_emotional_support,'451190048881270784'
other_useful_information,'451190049317466112'
not_related_or_irrelevant,'451190049867321344'
other_useful_information,'451190051716608000'
injured_or_dead_people,'451190053310832640'
sympathy_and_emotional_support,'451190054476464128'
not_related_or_irrelevant,'451190055772905472'
caution_and_advice,'451190057026994176'
not_related_or_irrelevant,'451190057773576192'
other_useful_information,'451190057924165632'
displaced_people_and_evacuations,'451190058582679552'
not_related_or_irrelevant,'451190059601895424'
other_useful_information,'451190060831244288'
sympathy_and_emotional_support,'451190063544545280'
sympathy_and_emotional_support,'451190064148922369'
sympathy_and_emotional_support,'451190068732899328'
other_useful_information,'451190069068447745'
other_useful_information,'451190069114982400'
other_useful_information,'451190075779731456'
injured_or_dead_people,'451190075867402240'
other_useful_information,'451190078040473600'
sympathy_and_emotional_support,'451190080796110848'
not_related_or_irrelevant,'451190081882427392'
not_related_or_irrelevant,'451190085963493377'
displaced_people_and_evacuations,'451190090341957632'
other_useful_information,'451190091063779329'
not_related_or_irrelevant,'451190092233973761'
other_useful_information,'451190094716612608'
injured_or_dead_people,'451190095664934912'
other_useful_information,'451190095853260800'
sympathy_and_emotional_support,'451190099636543489'
not_related_or_irrelevant,'451190101054586881'
other_useful_information,'451190102619062272'
other_useful_information,'451190106246770688'
not_related_or_irrelevant,'451190106863730689'
other_useful_information,'451190106976555008'
caution_and_advice,'451190110311448576'
other_useful_information,'451190112920276992'
other_useful_information,'451190113872007169'
other_useful_information,'451190115197788160'
caution_and_advice,'451190116128526336'
other_useful_information,'451190119559876608'
sympathy_and_emotional_support,'451190119840882688'
not_related_or_irrelevant,'451190120142876672'
caution_and_advice,'451190122885558273'
other_useful_information,'451190123116638208'
other_useful_information,'451190128791134208'
not_related_or_irrelevant,'451190134378336256'
caution_and_advice,'451190135267160064'
not_related_or_irrelevant,'451190135980179458'
not_related_or_irrelevant,'451190136265388032'
injured_or_dead_people,'451190137561808896'
sympathy_and_emotional_support,'451190140321681409'
not_related_or_irrelevant,'451190143207370752'
other_useful_information,'451190145329668096'
other_useful_information,'451190147233882112'
not_related_or_irrelevant,'451190149544566785'
not_related_or_irrelevant,'451190153273679873'
caution_and_advice,'451190154976178176'
other_useful_information,'451190156637138945'
other_useful_information,'451190156985647105'
sympathy_and_emotional_support,'451190160441344002'
other_useful_information,'451190166829682688'
other_useful_information,'451190168910057474'
injured_or_dead_people,'451190168951607296'
sympathy_and_emotional_support,'451190169375637504'
sympathy_and_emotional_support,'451190170021138433'
other_useful_information,'451190172592652288'
other_useful_information,'451190172646785024'
other_useful_information,'451190173687369728'
not_related_or_irrelevant,'451190176182968320'
other_useful_information,'451190177881681920'
not_related_or_irrelevant,'451190179936497664'
sympathy_and_emotional_support,'451190181459017728'
not_related_or_irrelevant,'451190182062985216'
caution_and_advice,'451190186941362177'
not_related_or_irrelevant,'451190192372592640'
sympathy_and_emotional_support,'451190192947613696'
not_related_or_irrelevant,'451190196181008384'
sympathy_and_emotional_support,'451190197120933888'
infrastructure_and_utilities_damage,'451190197607071744'
sympathy_and_emotional_support,'451190204645535744'
sympathy_and_emotional_support,'451190206532947968'
not_related_or_irrelevant,'451190206792601600'
sympathy_and_emotional_support,'451190208994627584'
other_useful_information,'451190213566795776'
sympathy_and_emotional_support,'451190214275235840'
not_related_or_irrelevant,'451190214753800192'
other_useful_information,'451190216854732801'
displaced_people_and_evacuations,'451190217387827200'
caution_and_advice,'451190219073945600'
other_useful_information,'451190222781677569'
not_related_or_irrelevant,'451190225415327744'
other_useful_information,'451190231396786176'
sympathy_and_emotional_support,'451190232902553601'
other_useful_information,'451190234932207617'
other_useful_information,'451190239365988352'
not_related_or_irrelevant,'451190240821010432'
sympathy_and_emotional_support,'451190241605341185'
other_useful_information,'451190247787749376'
sympathy_and_emotional_support,'451190249016680448'
injured_or_dead_people,'451190250111393792'
sympathy_and_emotional_support,'451190250598334464'
sympathy_and_emotional_support,'451190251080671233'
caution_and_advice,'451190251420389376'
caution_and_advice,'451190252217311232'
sympathy_and_emotional_support,'451190261310582784'
displaced_people_and_evacuations,'451190270080876545'
sympathy_and_emotional_support,'451190272169226240'
sympathy_and_emotional_support,'451190274316722176'
sympathy_and_emotional_support,'451190275856023553'
not_related_or_irrelevant,'451190276887834624'
other_useful_information,'451190276921360384'
other_useful_information,'451190278016098304'
caution_and_advice,'451190279165329410'
sympathy_and_emotional_support,'451190281090895872'
sympathy_and_emotional_support,'451190281665130496'
sympathy_and_emotional_support,'451190283795841025'
sympathy_and_emotional_support,'451190285536464897'
not_related_or_irrelevant,'451190286174396416'
other_useful_information,'451190287906656258'
not_related_or_irrelevant,'451190288363827200'
injured_or_dead_people,'451190291345985536'
displaced_people_and_evacuations,'451190292721700864'
other_useful_information,'451190297251172352'
not_related_or_irrelevant,'451190297288925185'
sympathy_and_emotional_support,'451190298014539776'
displaced_people_and_evacuations,'451190298916683776'
other_useful_information,'451190299159560192'
caution_and_advice,'451190302288535554'
other_useful_information,'451190304914173953'
not_related_or_irrelevant,'451190305119670272'
not_related_or_irrelevant,'451190306554540033'
sympathy_and_emotional_support,'451190307145531392'
sympathy_and_emotional_support,'451190310278684674'
other_useful_information,'451190310849114112'
sympathy_and_emotional_support,'451190312149729280'
not_related_or_irrelevant,'451190313848020993'
not_related_or_irrelevant,'451190315588665344'
sympathy_and_emotional_support,'451190316289110016'
sympathy_and_emotional_support,'451190317971034113'
caution_and_advice,'451190319434854401'
not_related_or_irrelevant,'451190322199281664'
other_useful_information,'451190324636176385'
injured_or_dead_people,'451190325294673921'
sympathy_and_emotional_support,'451190325466652672'
sympathy_and_emotional_support,'451190327135961088'
injured_or_dead_people,'451190329585045506'
other_useful_information,'451190330079969281'
other_useful_information,'451190331292135424'
infrastructure_and_utilities_damage,'451190332827238400'
other_useful_information,'451190333989068800'
caution_and_advice,'451190334282670080'
sympathy_and_emotional_support,'451190335050641409'
other_useful_information,'451190336929271808'
caution_and_advice,'451190338422460416'
other_useful_information,'451190343078543360'
other_useful_information,'451190343376310272'
sympathy_and_emotional_support,'451190343493750784'
caution_and_advice,'451190344546148353'
other_useful_information,'451190346156765184'
other_useful_information,'451190347838681088'
sympathy_and_emotional_support,'451190348748845056'
infrastructure_and_utilities_damage,'451190353400328192'
caution_and_advice,'451190362048962560'
other_useful_information,'451190363030839297'
other_useful_information,'451190364271964160'
sympathy_and_emotional_support,'451190364763074560'
sympathy_and_emotional_support,'451190364922068992'
other_useful_information,'451190367887450112'
caution_and_advice,'451190368495599617'
injured_or_dead_people,'451190368760262656'
injured_or_dead_people,'451190369598730240'
sympathy_and_emotional_support,'451190371721433089'
sympathy_and_emotional_support,'451190372111491072'
other_useful_information,'451190372245323776'
other_useful_information,'451190372610609152'
sympathy_and_emotional_support,'451190373214593024'
not_related_or_irrelevant,'451190373231374336'
sympathy_and_emotional_support,'451190373419732992'
not_related_or_irrelevant,'451190373449494528'
not_related_or_irrelevant,'451190374175080448'
infrastructure_and_utilities_damage,'451190374233800704'
other_useful_information,'451190374430949376'
injured_or_dead_people,'451190374456131584'
other_useful_information,'451190375877582848'
sympathy_and_emotional_support,'451190376443805696'
other_useful_information,'451190377325019136'
sympathy_and_emotional_support,'451190381158604800'
displaced_people_and_evacuations,'451190382202613760'
sympathy_and_emotional_support,'451190382773039104'
sympathy_and_emotional_support,'451190383637045248'
injured_or_dead_people,'451190383779655681'
other_useful_information,'451190384534618112'
not_related_or_irrelevant,'451190385592000513'
missing_trapped_or_found_people,'451190387239960576'
other_useful_information,'451190389039308800'
not_related_or_irrelevant,'451190391786573825'
not_related_or_irrelevant,'451190392403156992'
other_useful_information,'451190392709726208'
sympathy_and_emotional_support,'451190393049473024'
not_related_or_irrelevant,'451190397499224064'
other_useful_information,'451190400330792960'
sympathy_and_emotional_support,'451190402112974848'
other_useful_information,'451190402507227136'
not_related_or_irrelevant,'451190403421577217'
other_useful_information,'451190403514265600'
other_useful_information,'451190404595990528'
sympathy_and_emotional_support,'451190406818983936'
other_useful_information,'451190407859159040'
other_useful_information,'451190408195100672'
not_related_or_irrelevant,'451190408819642368'
other_useful_information,'451190409515900928'
not_related_or_irrelevant,'451190412833611776'
sympathy_and_emotional_support,'451190414096093184'
sympathy_and_emotional_support,'451190416248147968'
sympathy_and_emotional_support,'451190417606717440'
sympathy_and_emotional_support,'451190417988390913'
caution_and_advice,'451190418844041216'
displaced_people_and_evacuations,'451190419334766592'
other_useful_information,'451190421754892288'
not_related_or_irrelevant,'451190422774501376'
other_useful_information,'451190423684276227'
sympathy_and_emotional_support,'451190424523534336'
not_related_or_irrelevant,'451190428126425088'
displaced_people_and_evacuations,'451190429036195840'
sympathy_and_emotional_support,'451190430256734208'
not_related_or_irrelevant,'451190430474842112'
sympathy_and_emotional_support,'451190431049842688'
sympathy_and_emotional_support,'451190432483905537'
injured_or_dead_people,'451190435063418882'
other_useful_information,'451190436338491393'
displaced_people_and_evacuations,'451190436775079937'
displaced_people_and_evacuations,'451190437517070336'
sympathy_and_emotional_support,'451190439140261888'
other_useful_information,'451190439941767169'
other_useful_information,'451190440239198208'
other_useful_information,'451190441489469440'
caution_and_advice,'451190446505877504'
not_related_or_irrelevant,'451190446526435328'
other_useful_information,'451190447172358144'
sympathy_and_emotional_support,'451190447604367360'
caution_and_advice,'451190448283856897'
not_related_or_irrelevant,'451190449035030529'
other_useful_information,'451190451614142464'
other_useful_information,'451190451874574336'
sympathy_and_emotional_support,'451190452234878976'
sympathy_and_emotional_support,'451190452889219072'
other_useful_information,'451190453074141184'
other_useful_information,'451190456056315905'
not_related_or_irrelevant,'451190456638926848'
not_related_or_irrelevant,'451190457079324673'
other_useful_information,'451190459549765633'
sympathy_and_emotional_support,'451190459826987008'
other_useful_information,'451190461323956224'
other_useful_information,'451190461412028416'
caution_and_advice,'451190463689543681'
other_useful_information,'451190468408123392'
displaced_people_and_evacuations,'451190469008314370'
not_related_or_irrelevant,'451190469696192512'
caution_and_advice,'451190470538829827'
not_related_or_irrelevant,'451190472292450304'
not_related_or_irrelevant,'451190473432907776'
missing_trapped_or_found_people,'451190474326298624'
other_useful_information,'451190475941109760'
other_useful_information,'451190478851932160'
other_useful_information,'451190480055721985'
caution_and_advice,'451190482274500608'
not_related_or_irrelevant,'451190482518167552'
sympathy_and_emotional_support,'451190483859947520'
sympathy_and_emotional_support,'451190484539428864'
sympathy_and_emotional_support,'451190484648873984'
injured_or_dead_people,'451190486016225280'
not_related_or_irrelevant,'451190488662421507'
sympathy_and_emotional_support,'451190489283186689'
sympathy_and_emotional_support,'451190489316749312'
sympathy_and_emotional_support,'451190489996226560'
not_related_or_irrelevant,'451190492110548993'
not_related_or_irrelevant,'451190492932624386'
sympathy_and_emotional_support,'451190494500900864'
sympathy_and_emotional_support,'451190494933307392'
not_related_or_irrelevant,'451190495603994624'
other_useful_information,'451190495721451520'
injured_or_dead_people,'451190499206901762'
other_useful_information,'451190501140885504'
sympathy_and_emotional_support,'451190501291483136'
other_useful_information,'451190503560978433'
not_related_or_irrelevant,'451190504206524416'
injured_or_dead_people,'451190504332333058'
other_useful_information,'451190504567238656'
not_related_or_irrelevant,'451190505695899648'
not_related_or_irrelevant,'451190506362798080'
sympathy_and_emotional_support,'451190506660188160'
not_related_or_irrelevant,'451190507285127168'
other_useful_information,'451190510208946176'
not_related_or_irrelevant,'451190516718534656'
not_related_or_irrelevant,'451190517779267584'
not_related_or_irrelevant,'451190518253629440'
missing_trapped_or_found_people,'451190519000231936'
not_related_or_irrelevant,'451190525161254912'
not_related_or_irrelevant,'451190532220272640'
donation_needs_or_offers_or_volunteering_services,'451190532749139969'
sympathy_and_emotional_support,'451190536981213184'
sympathy_and_emotional_support,'451190538184564736'
sympathy_and_emotional_support,'451190538197143556'
sympathy_and_emotional_support,'451190540613455872'
other_useful_information,'451190541859168256'
other_useful_information,'451190542236655616'
injured_or_dead_people,'451190542567620608'
sympathy_and_emotional_support,'451190545767886848'
not_related_or_irrelevant,'451190547450187776'
donation_needs_or_offers_or_volunteering_services,'451190552252276736'
other_useful_information,'451190553884262400'
sympathy_and_emotional_support,'451190557176791040'
donation_needs_or_offers_or_volunteering_services,'451190558468231168'
caution_and_advice,'451190562343759872'
other_useful_information,'451190562561863680'
other_useful_information,'451190563015241729'
not_related_or_irrelevant,'451190564479049728'
other_useful_information,'451190567351762944'
sympathy_and_emotional_support,'451190568136486912'
caution_and_advice,'451188912996642816'
other_useful_information,'451190610914201600'
not_related_or_irrelevant,'451190603586748416'
injured_or_dead_people,'451189607627886592'
sympathy_and_emotional_support,'451192296512290816'
caution_and_advice,'451188622826295296'
caution_and_advice,'451194785487790080'
infrastructure_and_utilities_damage,'451194983698014208'
injured_or_dead_people,'451193776640643072'
sympathy_and_emotional_support,'451194683025149953'
not_related_or_irrelevant,'451190948413046785'
not_related_or_irrelevant,'451192164605648896'
sympathy_and_emotional_support,'451192863863226368'
