503643797088002048,#NapaQuake update: at least 120 people reported to have been injured; 3 in critical condition, including child http://t.co/bV3bRMohBF
503643797319069696,Strongest quake in 25 years strikes California's Bay Area http://t.co/FNiXTuGl6F
503643870563794944,#earthquake California has the longest list by far:
http://t.co/tfORSnrhzx
503643893108183040,Hoping that everyone involved in the Napa #earthquake is okay. Thank you to all the incredible rescue workers.
503643896413696000,Looking at all the wine bottles on the floors in Napa...isn't there a more secure way to store valuable merchandise in quake country?
503643873353007104,#Napaquake update: More than 100 people injured, 6 in critical condition according to @SFGate.
503643780265046016,Prayers for all the folks subjected to  #napaquake
503643776183959553,The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C
503643800926183424,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503643770974633985,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643800208547840,Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake
503643798929670145,hmm big earthquake in the napa valley where they make lots of alcohol wines. drinking alcohol is a sin. coincidence? really makes you think.
503643851643686912,The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M
503643757338578944,Hope all our homies in the #HempBeachNation who were apart of that California earthquake are all ok and safe! I... http://t.co/mGzszSBZeM
503643883377410048,Expect aftershocks after the #napa #earthquake Usually less violent than main quake but can damage weakened structures.
503643876461400064,LATEST UPDATE: 100 people injured, 6 people in critical condition after 6.0 #napaquake http://t.co/B8J5EQ1Rr9 @SFGate http://t.co/aqfRI3xGnM
503643850775494656,NOT NAPA, YOU MONSTERS!! http://t.co/uHWvrlVxsm (photo by Getty Images/latimes.com) http://t.co/XpQIALTQy9
503643799101657088,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643789202694144,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643836417986561,#Akansha_Gautam #India #Indian Strongest Earthquake in 25 Years Hits Northern California http://t.co/mqrOJyE7l0 #SuryaRay  #RosyDecosta
503643864641835009,Strongest Earthquake in 25 Years Hits Northern California http://t.co/kbbBHcfYSV
503643844811169792,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503643840121536514,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643757494161408,Strongest earthquake in decades shakes California residents: http://t.co/R4qDuN8Vv6 http://t.co/8TKFXxqlIP
503643818466754562,Damaged carport from #NapaQuake looks like close to 10 cars damaged http://t.co/qQX9sjkulU
503643895666720768,Gotta love #California - #Napa dudes look at #earthquake damage, and see a skate park. RT @vickydnguyen http://t.co/OJJMlnyNoA
503643801093558272,#Napaquake update: More than 100 people injured, 6 in critical condition according to @SFGate.
503643806013857793,Napa Wine Collective aka Sam Kee Laundry building &amp; Plaza Hotel are severely damaged. #napaearthquake #earthquake http://t.co/BskM8W5nO2
503643762690514944,#NapaEarthquake: Southern California reacts to #BayAreaQuake  http://t.co/pDPN1BI4r0 #earthquake #napaquake #Napa http://t.co/7G8bLbUYY7
503643781603028994,Yes that is a barrel in a forklift. #napa #earthquake http://t.co/PP9Ti2pMPT
503643855715958785,Thanks @wilcoxaj! I accept your #ALSIceBucketChallenge but since CA is in a #Drought made worse by an #earthquake I'll happily donate #ALS
503643795020582912,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503643766679695361,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643777039204352,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME
503643828897591296,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643894794715136,It wasnt an earthquake in San Francisco last night. Those were left over bassbombs from the BGCA Crosseyed&gt;Light&gt;Sally&gt;Crosseyed
503643822073446400,'It's Heartbreaking': CNN Host Mourns 'Hundreds' Of Wine Bottles Broken In Napa Quake http://t.co/2EEgxZdGs3
503643878986350592,University of California, Berkeley ShakeAlert system gave 10-second warning of 'light' shaking before earthquake... http://t.co/ZOskkCxUhF
503643838406479872,Northern California quake struck on long-dormant fault, USGS says http://t.co/PN2xCsQsW6
503643888968814592,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643885600784386,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503643877115703296,California winemakers cleaning up after quake http://t.co/YGiWQxBodg
503643880383070210,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503643784585158656,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643778063007744,Yes that is a barrel in a forklift. #napa #earthquake http://t.co/PP9Ti2pMPT
503643822812057600,My sister reports that the long dormant fault that may have been the source of today's serious Napa earthquake... http://t.co/RigLxNK0nH
503643777651974144,Earthquake in Napa Valley CA http://t.co/LJLnxjSGjY #tlot #CApol #gop
503643820433489920,Napa quake tourism: Should you stay or should you go? http://t.co/xmdIaTLGTF #tourism
503643866767966209,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503643865962651648,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643868315676672,An Vallejo evacuation center has been opened for those affected by the #NapaQuake: Florence Douglas Center, 333 Amador St.
503643821817602048,Napa quake tourism: Should you stay or should you go? http://t.co/CsecEggKAH RT @GlobltrvlReport
503643868022075392,Goodman Library #napaearthquake http://t.co/y6bMCg9WQ0
503643863077380096,The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr
503643842865020928,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643897088991232,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503643808144572416,My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643804860424192,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643759050260480,Building destroyed in napa #earthquake http://t.co/GjOsBEmZA8
503643888913874945,The 6.0 M near the Bay Area this morning was the largest quake to hit that area since the Loma Prieta earthquake almost 25 years ago.
503643832324726785,Yuma CBS: The latest on damaging earthquake in California http://t.co/GHkOZ1eWRy
503643775164350465,I felt this from like all the way in alameda  #napaquake
503643811290304512,Ton my friends and colleagues in Napa , I hope your safe, healthy and  not impacted by the earthquake.
503643809591615488,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503643773385969664,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503643843078942720,#NapaQuake update: at least 120 people reported to have been injured; 3 in critical condition, including child http://t.co/bV3bRMohBF
503643867632386048,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644008120188928,Follow @redcrossbayarea for latest on #RedCross response to #napaquake
503643962994069506,Will be barrel pickup sticks #napaearthquake http://t.co/4WRYxfJ2vs
503643927124406273,Napa winery loses hundreds of bottles of wine after earthquake, including "priceless" blend: http://t.co/trshh4oggi http://t.co/wN4j9CQtpH
503643903191302145,Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EVFvMpvN3J
503643984351088640,"@MissAlxandraRae: RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/IxwjRCWwKt" #whiff @angels
503644030333231105,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643902763876354,Despite record drought and new 6.1 earthquake, frackers in #California still wasting water and causing massive underground explosions
503643902495031297,Massive fire burns mobile home comm, Hwy 29/Orchard. Dozen homes damaged, sparked by ruptured gas lines #napaquake http://t.co/Rc0tap5Kt8
503644015841918977,California #earthquake creates opportunity for skaters in #Napa. (photo: via @vickydnguyen) http://t.co/w0713gft41 http://t.co/jgQBv7rRWa
503644006048206848,@dish why no little league World Series on Dish?? Pre-empted by earthquake coverage?? #napaearthquake
503644001996918785,Perspective: The California #earthquake was about 80 times bigger and 700 times strong than the Oklahoma earthquake earlier this week.
503643908438786050,Strong California quake causes injuries, damage http://t.co/0MdrjBsA8H via Yahoo!
503643958866477057,What Caused California's Napa Valley Earthquake? Faults Explained:  http://t.co/cubRa0PMU1
503643900154621952,Big earthquake in Napa this morning. Locals described it as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."
503643941300756480,'It's Heartbreaking': CNN Host Mourns 'Hundreds' Of Wine Bottles Broken In Napa Quake http://t.co/zR7Va1gIUD
503643929275662338,No golf courses were harmed MT. @iResistAll Obama released this graphic on the #earthquake in Napa via FEMA http://t.co/Xb42N77kFj
503643974800666624,The 6.0 M near the Bay Area this morning was the largest quake to hit that area since the Loma Prieta earthquake almost 25 years ago.
503643979280175105,A state of emergency has been declared after a magnitude 6 quake hit Napa, Northern Cali. Largest quake in Bay area in 25 yrs #Newsroom
503643945352835073,Strong California quake causes injuries, damage http://t.co/TTS27aXYnX
503643920752852992,RT @EvanWagstaff: Oil, vinegar store completely ruined, but smells incredible #napaquake http://t.co/pY1wJIEJx4
503643994338103296,Our Rv has been shaken tonigh, what we thought it was someone, it was a 6.0 earthquake close to, us in Napa Valley. #scary
503644018006183936,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643944530366464,UC-Berkeley Seismological Lab's  "ShakeAlert early warning project" issued an alert 10 seconds before Napa quake http://t.co/jHUmAVuEe8
503644024654548992,6.1 earthquake is strongest to hit Bay Area since 1989 World Series quake, says CNN meteorologist Todd Borek. http://t.co/ggmFkT1mrS
503643961693458432,@WayneFreedman Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake
503643984355291136,#Akansha_Gautam #India #Indian California winemakers cleaning up after quake http://t.co/gph1pUieTp #SuryaRay  #RosyDecosta
503644018488905728,'It's Heartbreaking': CNN Host Mourns 'Hundreds' Of Wine Bottles Broken In Napa Quake http://t.co/zR7Va1gIUD
503643932387864576,California winemakers cleaning up after quake http://t.co/fPs7R59HRF
503643930035257345,Strongest quake in 25 years strikes Bay Area

 http://t.co/6SsmRevAm0
503643946795274242,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643920757047296,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503643931720966144,Strong California quake causes injuries, damage  http://t.co/n4iH0hX9fU
503643927090446337,Dozens Injured In San Francisco Earthquake: A 6.0-magnitude earthquake has rocked the northern San Francisco a... http://t.co/BI6q9P22Os
503643903762104320,Real time coverage of #Napa California #earthquake at http://napa http://t.co/m4txBYyD6Q |  @allaboutnapa #napaquake
503643974880329729,Bay Area Quake Not Likely a Precursor: Expert http://t.co/TXgeuXwvIS
503643916131131393,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643956630933504,The only thing left is this mailbox. Fire destroys homes in Napa retirement community. #napaearthquake #ktvu http://t.co/WnCXCrZ0PS
503643928902770688,California winemakers cleaning up after quake http://t.co/AbG2AsGFnZ
503643903879163904,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503643910522933248,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643971193544704,In Napa, covering earthquake damage. http://t.co/MA3wZm1Tkk
503643913240854529,Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled classes and activities
503643972418297856,California quake causes injuries, widespread damage. Story: http://t.co/FCPWKzO4nr Photos: http://t.co/hR3D1O63Hf http://t.co/ErPhx6o8lt
503643917884338176,Strongest Earthquake in 25 Years Hits Northern California http://t.co/k3bT1tUWuf
503643965791293440,Napa authorities use RC copter to inspect damaged building #napaquake http://t.co/TL2kHBqxxq
503644008313143296,RT @KTVU: City of Napa confirms all Napa Valley Unified School District campuses will be closed Monday #napaearthquake
503643978647240706,California's 6.0 quake Sunday was the largest to hit the Bay Area since 1989 http://t.co/egWoDEpOR2 (Photo @AP) http://t.co/yneUivmNFS
503643994145181697,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643955871748096,What Caused California's Napa Valley Earthquake? Faults Explained:  http://t.co/D6SP1VhOAX
503643968786427905,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503644022628294656,#Earthquake seem to come during major Bay Area sporting events. '89 - World Series Game 3, '14 - NFL Preseason Game 3. #Coincidence?
503643958304862209,Oh no! RT @demianbulwa: The startling scene at @Saintsbury near Carneros after the #napaquake http://t.co/lAj6zZXvvj
503643987576909825,Thinking of our friends at @SilverOak in #napa #napaquake @putnamproducer and I visited there in June. Sad stuff;( http://t.co/mUEvqDR6s9
503643926922674176,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644029440229376,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503644097018486784,An Vallejo evacuation center has been opened for those affected by the #NapaQuake: Florence Douglas Center, 333 Amador St.
503644146587168768,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644088042659840,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503644047882207232,State of emergency in northern CA, but there's still football so it's fine. #earthquake #newsfail http://t.co/yMCvjlEmql
503644034372751360,David Perlman: my hero - 95-year-old Chronicle science reporter got to newsroom 4:25 a.m. to file #napaquake story - http://t.co/V4CoszVVz2
503644116974989313,Magnitude 6.1 Quake, NORTHERN CALIFORNIA: http://t.co/czDZJ9nCrR via @YouTube
503644125733089280,Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfoPli
503644108943286272,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/K8CdaHIEgm
503644163556925440,6.0 magnitude earthquake shakes San Francisco Bay area: Thousands without power after earthquake early SundayT... http://t.co/IEb81obx3B
503644119965900800,RT @northlandfox: #NapaQuake @adamhousley Here is one of the roads buckled pretty bad in North Napa #earthquake http://t.co/wB2mJSBKvk
503644134280663041,Surface rupture (highlighted by paint) through parking lot of Stone Bridge school. Photo by A. Morelan. #napaquake http://t.co/gefPcQWDxq
503644057068130305,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644178912669696,#Napaquake update: More than 100 people injured, 6 of whom are in critical condition. http://t.co/24Db832o4U http://t.co/qo73jWuVn2
503644073044238336,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503644160419586048,@LHTMarc Just heard about the Napa Quake. How are you holding up? News I read had nothing on SF conditions.
503644118711828480,RT @ZAGrrl: RT @AlexJamesFitz: This is the most California thing https://t.co/dh6xIAgyUU via @Reverb #napaearthquake
503644125586259968,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644069546164225,Home video captures family awakened and startled by early morning Napa, Cal quake: 
http://t.co/s2pDi6S7i0 http://t.co/ja3j8Y51Ni
503644039200407552,California quake causes injuries, widespread damage. Story: http://t.co/FCPWKzO4nr Photos: http://t.co/hR3D1O63Hf http://t.co/ErPhx6o8lt
503644079373025280,All of our stores are collecting donations for Napa rescues/shelters affected by the #napaearthquake
503644172889636864,Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake
503644098805235712,Earthquake in California today http://t.co/jFgCB6FgQp
503644054538964992,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644149069795328,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644119919759360,Sonoma Raceway escapes earthquake damage; IndyCar race a go http://t.co/TSZjgsHIHE #indycar #nascar
503644044174454784,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503644095705653248,Praying for patients and staff at @AdventistHealth hospitals in Northern California. #earthquake
503644141117390848,Kind of glad I didn't have time to plan activities for #SFO cause a trip to Napa/Sonoma would be out now due to Earthquake damage!
503644089158733825,Ok #earthquake - it's one thing when you rattle china cabinets in L.A., but when you mess with Napa wine country...this is getting personal.
503644180917125121,Governor declares state of emergency after #napaearthquake
http://t.co/UKWPU1heCa http://t.co/JWUXyXSQon
503644070481108992,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644063934218242,Person found dead at 588 Main St. in downtown #napa. Coroner cannot confirm it is #napaquake related, sheriff says
503644058087350272,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644061811875840,Earthquake Strikes Napa Valley; Wineries Assess Damage - Dozens injured, buildings damaged and wineries trying to ... http://t.co/SXmZZ4IN8i
503644043637555200,We're talking REAL tragedy here! Wine Bottles All Over Napa Valley Were Shattered In The Bay Area Earthquake http://t.co/aGJmRubfkv
503644038017597440,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503644135610273792,See the latest photos and updates from #Napaquake here: http://t.co/i2DW3YlzrW http://t.co/mI1iuoKMtk
503644172688318468,Northern California hospital treats more than 70 patients from 6.0-magnitude earthquake http://t.co/cqAlYyaoX2
503644112520630272,A 6.0 magnitude earthquake
rocked wine country north of San Francisco early on
Sunday,
503644165029519360,6.0 magnitude #earthquake. 4 mi from American Canyon, CA, ###UnitedStates http://t.co/1edXn27RNi
503644096649756673,My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503644189704196096,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644166467751936,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644148734251008,Prayers to the ppl dealing with the #CA #earthquake
503644073287512065,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644108968452096,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO  redcrossbayarea
503644081982304256,What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG
503644053590654976,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503644185384083457,John McCain Used The Bay Area Earthquake To Blast Obama's Foreign Policy http://t.co/mnkLiTk3m1 via @YahooFinance
503644109480136704,Real time coverage of #Napa California #earthquake at http://napa http://t.co/W5IckRM3KF |  @allaboutnapa #napaquake
503644087715917824,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644041737560064,BREAKING: Officials in Napa, CA say 15 to 16 buildings not inhabitable after 6.0 quake, limited access to many others - @AP
503644038831288320,Headed back to Boston praying for those impacted by the earthquake in CA and those whose lives have been shattered in #Ferguson. Ase.
503644132137762816,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644137267023872,Spoke too soon about no damage in Sonoma County from this morning's #Earthquake...from the... http://t.co/PbBqEAg20D
503644137904537601,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503644049543135232,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644160033689600,Big earthquake in Napa this morning. Locals described it as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."
503644131374014464,'It's Heartbreaking': CNN Host Mourns 'Hundreds' Of Wine Bottles Broken In Napa Quake http://t.co/zR7Va1gIUD
503644096565874688,.@JerryBrownGov declares emergency from #NapaEarthquake http://t.co/z6ZqhP1Xn3 #Earthquake #napaquake #Quake #Napa http://t.co/XvIBJHY1T4
503644079729565697,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644182255132672,I usually sleep through earthquakes, but last night's awoke me from my slumber. 6.1! #earthquake #napaquake #napaearthquake
503644176043360256,Bay Area Earthquake: Wine Bottles Shattered - Business Insider #wine #earthquake #napa http://t.co/XYItSoj86Z
503644047853223936,#isurvived the San Francisco 2014 #earthquake
503644161346904064,An Vallejo evacuation center has been opened for those affected by the #NapaQuake: Florence Douglas Center, 333 Amador St.
503644148667518976,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644088433139712,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644130908844033,A magnitude-6.0 earthquake rattled Northern California Sunday. Photos here: http://t.co/7Z9mt8DTU1 (Photo @AP) http://t.co/iTXrRWRv6F
503644118883389440,A local grocery store clerk in Napa shared a photo showing the quake aftermath. Tweet us pics or post w/ #Katuquake http://t.co/SYJCMPI8HG
503644171606192128,A glimpse at the damage in Napa, CA, caused by this morning's destructive 6.0 earthquake. #NapaEarthquake http://t.co/ZFSHk4emQT
503644320629784577,Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake
503644213381050368,Earthquake early-warning system gave 10-second alert before Napa quake felt http://t.co/JqStxjOp70
503644255660048385,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503644221182472192,6.0 earthquake shakes Northern California
http://t.co/tYyMUt9zcQ
503644314262851584,Earthquake in Napa | WiLD 94.9 http://t.co/ILvR31MQyd
503644336656228352,Here is one of the roads buckled pretty bad in North Napa #earthquake http://t.co/koqdhKFI67
503644198797864960,Napa quake tourism: Should you stay or should you go? http://t.co/MuLDnNpm6o
503644241713586176,State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L
503644244599640064,That's what we get for building houses on The sides of cliffs #BayAreaQuake http://t.co/SghTq7dq3e
503644298731339776,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503644274143924225,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644329508749312,Magnitude-6.0 earthquake in Northern California causes injuries, damaging fires, power outages http://t.co/MQVw5YdcGr
503644208289173504,California winemakers cleaning up after quake http://t.co/PThRKt8eY7
503644329835892736,California winemakers cleaning up after quake http://t.co/dda0Wsnj2l
503644306461048832,#Pakistan California winemakers cleaning up after quake - http://t.co/eUs47wMM2v: ABC NewsCalifornia winemakers... http://t.co/UGlAk4DSYY
503644225930805248,Quake rocks California wine country, dozens injured http://t.co/24zt1sLtw5 #ff @EcoJive
503644311737475073,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503644281265868800,Aftershocks still a risk, CHP warns residents who have to drive today to use caution, especially in North Bay region #napaearthquake
503644205428662272,#NapaQuake: PG&amp;E Managing About 50 Gas Leaks, 60 Water Main Breaks: http://t.co/hr4szGCdZc #earthquake
503644319728033792,State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L
503644323577991168,Biggest quakes by magnitude in California: By The Associated Press California, where a quake and fire devastated... http://t.co/0GAl9zS3gQ
503644223959097344,LATEST Numbers On The #NapaQuake! http://t.co/2kLI5K8kp0
503644240522391552,@djSyndrome Did you feel the quake when Nappa hit California?
503644290451394560,Dozens injured, child critically, after strong earthquake in California: http://t.co/P3VATMNVwq via @YouTube
503644228748980225,. @rmjohnson45 can u connect me w/ anyone who needs help cleaning schools/classrooms up? I'd like to bring a team tomorrow. #napaearthquake
503644282931007488,The Red Cross has opened a shelter at the Crosswalk Community Church, 2590 1st St in Napa due to #NapaQuake
503644288501436416,California: where we skateboard in our earthquake damage http://t.co/IBoQKhEFfV
503644311993729024,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503644275419402240,"@azcentral: #BREAKING Northern California hit by magnitude 6.0 earthquake http://t.co/QmeZrDYrS8" A gentle warning from Jesus! Repent!
503644199523086336,Earthquake San Francisco 2014 Napa Valley - moment Bricks falling off historic downtown Building: http://t.co/nId8UtbSMv via @YouTube
503644242741559296,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503644306469830659,Video: Wine tanks ruptured by Napa earthquake | The Press Democrat http://t.co/lUx8CPpXWW &gt; #wine
503644280439570432,More Than A Dozen Buildings Uninhabitable After Napa Earthquake http://t.co/rgeECWRBnc
503644288383987712,RT @enf: Bay Area geotagged tweets per minute around the time of the American Canyon earthquake this morning. http://t.co/B7BqvoCbfH
503644239549706240,6,0 earthquake downtown Napa http://t.co/RbF9GG6MpL
503644220419502080,Earthquake rocks northern California http://t.co/f8XV01pzKT
503644322643054592,BREAKING: 3 critically injured and 87 treated at hospital after large earthquake in California's Bay Area http://t.co/1shUPKKQ1c
503644231257165824,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503644237460557824,The latest on damaging earthquake in California http://t.co/PgpYhq5SFC
503644329316196352,Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui
503644199095644160,Sending lots of love &amp; prayers to my home state, California, &amp; all those impacted by the earthquake &amp; aftershocks.
503644319153004544,PG&amp;E searching for natural gas leaks after Northern California quake PG&amp;E searching for na http://t.co/Ghp028NKW3
503644312979009536,PG&amp;E reports that 21,000 customers in the North Bay are still without power this afternoon #napaearthquake
503644318478118912,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503644299352080384,A #Napa friend told me how her neighbors swimming pools splashed big waves of water out to her garden. #earthquake
503644248592220160,RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake // I approve!
503644312651829248,#Pakistan California winemakers cleaning up after quake - http://t.co/AmHY8okVzz: ABC NewsCalifornia winemakers... http://t.co/TW8UMEcYz2
503644328280223745,San Francisco earthquake causes devastating loss of wine: http://t.co/dfgeu0Nj56 http://t.co/dNgRtcouoG
503644232402599937,The California attitude towards earthquakes - spirit of Napa #napaearthquake #nbcbayarea http://t.co/e7TCDemE0C
503644316535758848,Praying for the people who got hit from the earthquake that happened in San Francisco.
503644237851025410,Reported structures to have sustained damage in Vallejo is 41. 16 confirmed water main breaks in #napaquake
503644311721111554,This Is What Northern California Looks Like After Quake http://t.co/bAAXuhBzF9 #napaearthquake
503644193776865280,MT @CityofNapa: #Napa Valley College reports no significant damage from #napaquake. Will be open Mon. for class
503644281131634688,Sonoma Raceway escapes earthquake damage; IndyCar race a go http://t.co/TSZjgsHIHE #indycar #nascar
503644239285088256,6.0 Earthquake in California - Bubblews http://t.co/vRmN4SMzcs via @GoBubblews
503644240346218497,California quake is one of the strongest in the US this year: http://t.co/z00uriuPEP #napaquake
